country,esco,S_YEAR_MONTH,count,date
Romania,Service and sales workers,2015/03,1172,2015-03-01
Croatia,Professionals,2015/03,4233,2015-03-01
Lithuania,Service and sales workers,2015/04,446,2015-04-01
Netherlands,Professionals,2015/08,805,2015-08-01
Italy,Managers,2015/09,3234,2015-09-01
Netherlands,Professionals,2015/12,978,2015-12-01
Bulgaria,Craft and related trades workers,2016/01,682,2016-01-01
Bulgaria,Technicians and associate professionals,2016/01,1357,2016-01-01
Spain,Service and sales workers,2016/04,5387,2016-04-01
Spain,"Skilled agricultural, forestry and fishery workers",2016/04,508,2016-04-01
Croatia,Clerical support workers,2016/04,1434,2016-04-01
Bulgaria,Elementary occupations,2016/05,685,2016-05-01
Hungary,Managers,2016/07,595,2016-07-01
Belgium,Service and sales workers,2016/11,445,2016-11-01
Slovenia,"Plant and machine operators, and assemblers",2016/11,203,2016-11-01
Austria,Professionals,2016/08,492,2016-08-01
Latvia,Clerical support workers,2016/02,118,2016-02-01
Austria,Managers,2016/05,107,2016-05-01
Luxembourg,Technicians and associate professionals,2016/08,28,2016-08-01
Slovakia,Clerical support workers,2015/06,120,2015-06-01
Sweden,Craft and related trades workers,2016/06,48,2016-06-01
Denmark,"Plant and machine operators, and assemblers",2016/08,9,2016-08-01
Malta,Craft and related trades workers,2016/09,15,2016-09-01
Slovakia,Service and sales workers,2016/02,118,2016-02-01
Cyprus,Technicians and associate professionals,2015/07,187,2015-07-01
Luxembourg,Technicians and associate professionals,2016/06,28,2016-06-01
Austria,Elementary occupations,2015/05,10,2015-05-01
Slovenia,Service and sales workers,2015/04,532,2015-04-01
Slovenia,Professionals,2015/05,1106,2015-05-01
Germany,Technicians and associate professionals,2015/07,704,2015-07-01
Spain,Craft and related trades workers,2015/10,1774,2015-10-01
Croatia,Technicians and associate professionals,2016/02,3154,2016-02-01
Italy,Craft and related trades workers,2016/04,3180,2016-04-01
Finland,Technicians and associate professionals,2016/06,834,2016-06-01
Finland,Craft and related trades workers,2016/06,155,2016-06-01
United Kingdom,Managers,2016/07,339,2016-07-01
Latvia,Professionals,2016/10,418,2016-10-01
Slovakia,Technicians and associate professionals,2015/05,151,2015-05-01
Finland,Managers,2016/03,391,2016-03-01
Lithuania,"Skilled agricultural, forestry and fishery workers",2016/08,60,2016-08-01
Estonia,"Plant and machine operators, and assemblers",2015/09,72,2015-09-01
France,"Plant and machine operators, and assemblers",2016/01,143,2016-01-01
Austria,Professionals,2016/04,433,2016-04-01
Czech Republic,Craft and related trades workers,2016/10,190,2016-10-01
Cyprus,Technicians and associate professionals,2016/10,257,2016-10-01
Denmark,"Plant and machine operators, and assemblers",2015/03,4,2015-03-01
Cyprus,Service and sales workers,2016/05,54,2016-05-01
Luxembourg,Clerical support workers,2016/07,31,2016-07-01
Belgium,"Skilled agricultural, forestry and fishery workers",2015/10,9,2015-10-01
Finland,"Skilled agricultural, forestry and fishery workers",2015/11,23,2015-11-01
Hungary,Armed forces occupations,2016/04,1,2016-04-01
Greece,Professionals,2015/07,3715,2015-07-01
Netherlands,Professionals,2015/07,767,2015-07-01
Spain,Service and sales workers,2015/08,4129,2015-08-01
Italy,Technicians and associate professionals,2015/09,10858,2015-09-01
Spain,"Skilled agricultural, forestry and fishery workers",2015/09,422,2015-09-01
Belgium,Clerical support workers,2015/12,404,2015-12-01
Germany,Craft and related trades workers,2015/12,217,2015-12-01
Portugal,Technicians and associate professionals,2016/01,2744,2016-01-01
Romania,Elementary occupations,2016/02,1877,2016-02-01
Bulgaria,Clerical support workers,2016/03,840,2016-03-01
Lithuania,Clerical support workers,2016/04,288,2016-04-01
Poland,Service and sales workers,2016/05,1338,2016-05-01
Hungary,Craft and related trades workers,2016/05,644,2016-05-01
Greece,Service and sales workers,2016/05,855,2016-05-01
Croatia,Service and sales workers,2016/06,1919,2016-06-01
Belgium,Service and sales workers,2016/06,387,2016-06-01
Czech Republic,Service and sales workers,2015/03,244,2015-03-01
Latvia,"Skilled agricultural, forestry and fishery workers",2015/12,13,2015-12-01
Denmark,Technicians and associate professionals,2016/01,115,2016-01-01
France,Elementary occupations,2015/07,81,2015-07-01
France,"Plant and machine operators, and assemblers",2015/11,113,2015-11-01
Lithuania,"Skilled agricultural, forestry and fishery workers",2015/04,84,2015-04-01
Germany,Elementary occupations,2016/01,102,2016-01-01
Luxembourg,Service and sales workers,2016/06,9,2016-06-01
Spain,Armed forces occupations,2016/06,3,2016-06-01
Slovakia,Craft and related trades workers,2015/04,78,2015-04-01
United Kingdom,Managers,2015/05,196,2015-05-01
Poland,Elementary occupations,2015/09,1169,2015-09-01
Poland,Craft and related trades workers,2015/09,1116,2015-09-01
Romania,Elementary occupations,2015/09,1624,2015-09-01
Portugal,Professionals,2015/09,5101,2015-09-01
Czech Republic,Professionals,2015/11,688,2015-11-01
Lithuania,Clerical support workers,2015/11,267,2015-11-01
Netherlands,Professionals,2016/02,1060,2016-02-01
Poland,"Plant and machine operators, and assemblers",2016/03,1171,2016-03-01
Latvia,Professionals,2016/03,328,2016-03-01
Poland,Professionals,2016/05,3582,2016-05-01
Belgium,Clerical support workers,2016/08,511,2016-08-01
France,Clerical support workers,2016/10,1068,2016-10-01
Croatia,Professionals,2016/10,6548,2016-10-01
Greece,Managers,2016/10,1084,2016-10-01
Romania,Technicians and associate professionals,2016/11,3211,2016-11-01
Malta,Technicians and associate professionals,2015/04,94,2015-04-01
Greece,Craft and related trades workers,2015/08,406,2015-08-01
Lithuania,"Plant and machine operators, and assemblers",2016/08,210,2016-08-01
Finland,Elementary occupations,2015/05,157,2015-05-01
Denmark,"Skilled agricultural, forestry and fishery workers",2015/12,5,2015-12-01
Denmark,Craft and related trades workers,2016/06,20,2016-06-01
Austria,Elementary occupations,2016/09,32,2016-09-01
Cyprus,Clerical support workers,2015/06,47,2015-06-01
Cyprus,"Plant and machine operators, and assemblers",2016/11,16,2016-11-01
Hungary,Armed forces occupations,2016/07,1,2016-07-01
Italy,Craft and related trades workers,2015/04,4246,2015-04-01
France,Clerical support workers,2015/04,1056,2015-04-01
United Kingdom,Professionals,2015/07,811,2015-07-01
Czech Republic,Elementary occupations,2015/09,207,2015-09-01
Italy,Clerical support workers,2015/10,8607,2015-10-01
Spain,Managers,2015/11,2611,2015-11-01
Spain,Elementary occupations,2016/06,2306,2016-06-01
Czech Republic,Elementary occupations,2016/06,268,2016-06-01
Romania,Managers,2016/07,1116,2016-07-01
Austria,Managers,2016/09,126,2016-09-01
Slovakia,"Plant and machine operators, and assemblers",2016/11,65,2016-11-01
Latvia,Professionals,2015/08,260,2015-08-01
Greece,Managers,2015/08,662,2015-08-01
Austria,Craft and related trades workers,2015/09,28,2015-09-01
Sweden,Craft and related trades workers,2016/04,48,2016-04-01
Latvia,Technicians and associate professionals,2016/04,201,2016-04-01
Slovakia,Managers,2015/06,81,2015-06-01
Estonia,Elementary occupations,2015/09,108,2015-09-01
Netherlands,"Skilled agricultural, forestry and fishery workers",2016/08,21,2016-08-01
Malta,Professionals,2016/04,143,2016-04-01
Denmark,Clerical support workers,2016/02,78,2016-02-01
Sweden,"Skilled agricultural, forestry and fishery workers",2016/08,9,2016-08-01
Netherlands,"Skilled agricultural, forestry and fishery workers",2015/09,17,2015-09-01
Cyprus,"Plant and machine operators, and assemblers",2015/03,12,2015-03-01
Luxembourg,"Plant and machine operators, and assemblers",2015/05,1,2015-05-01
Malta,"Skilled agricultural, forestry and fishery workers",2016/09,5,2016-09-01
France,Clerical support workers,2015/07,589,2015-07-01
Belgium,Service and sales workers,2015/08,265,2015-08-01
Romania,"Plant and machine operators, and assemblers",2015/09,1371,2015-09-01
Romania,"Plant and machine operators, and assemblers",2015/11,1456,2015-11-01
Latvia,Clerical support workers,2015/12,112,2015-12-01
Finland,"Plant and machine operators, and assemblers",2015/12,122,2015-12-01
Slovakia,Professionals,2016/01,384,2016-01-01
Lithuania,Technicians and associate professionals,2016/04,484,2016-04-01
Bulgaria,Technicians and associate professionals,2016/05,1470,2016-05-01
Spain,Clerical support workers,2016/07,5178,2016-07-01
Netherlands,Clerical support workers,2016/09,263,2016-09-01
Greece,Professionals,2016/11,6152,2016-11-01
Latvia,Professionals,2016/08,404,2016-08-01
Greece,"Skilled agricultural, forestry and fishery workers",2015/08,43,2015-08-01
Estonia,"Plant and machine operators, and assemblers",2016/06,99,2016-06-01
Sweden,Craft and related trades workers,2015/09,37,2015-09-01
Netherlands,Craft and related trades workers,2015/03,39,2015-03-01
Austria,"Skilled agricultural, forestry and fishery workers",2015/07,1,2015-07-01
Luxembourg,Clerical support workers,2015/04,16,2015-04-01
Cyprus,Craft and related trades workers,2016/04,28,2016-04-01
Malta,Craft and related trades workers,2015/09,10,2015-09-01
Denmark,"Plant and machine operators, and assemblers",2016/05,9,2016-05-01
Denmark,Elementary occupations,2015/10,14,2015-10-01
Hungary,Armed forces occupations,2016/06,1,2016-06-01
Slovenia,Clerical support workers,2015/03,242,2015-03-01
Croatia,Clerical support workers,2015/06,1024,2015-06-01
Italy,Professionals,2015/08,23267,2015-08-01
Spain,Clerical support workers,2015/09,3986,2015-09-01
Croatia,"Skilled agricultural, forestry and fishery workers",2015/12,211,2015-12-01
Finland,Clerical support workers,2016/01,466,2016-01-01
Spain,Professionals,2016/02,26788,2016-02-01
Greece,Service and sales workers,2016/03,806,2016-03-01
Germany,Professionals,2016/04,2492,2016-04-01
Estonia,Managers,2016/07,170,2016-07-01
Slovakia,Elementary occupations,2016/11,141,2016-11-01
Finland,Managers,2015/06,240,2015-06-01
Slovakia,Service and sales workers,2015/09,108,2015-09-01
Estonia,"Plant and machine operators, and assemblers",2016/05,97,2016-05-01
Lithuania,Clerical support workers,2016/02,275,2016-02-01
Germany,Elementary occupations,2016/11,127,2016-11-01
Germany,"Skilled agricultural, forestry and fishery workers",2015/12,23,2015-12-01
United Kingdom,Elementary occupations,2016/09,116,2016-09-01
Netherlands,"Plant and machine operators, and assemblers",2016/10,79,2016-10-01
Cyprus,Craft and related trades workers,2015/03,16,2015-03-01
Denmark,Service and sales workers,2016/05,88,2016-05-01
United Kingdom,"Plant and machine operators, and assemblers",2015/11,45,2015-11-01
Estonia,"Skilled agricultural, forestry and fishery workers",2016/01,31,2016-01-01
Cyprus,"Plant and machine operators, and assemblers",2015/11,14,2015-11-01
Malta,"Plant and machine operators, and assemblers",2015/09,9,2015-09-01
Czech Republic,Elementary occupations,2015/05,153,2015-05-01
Austria,Professionals,2015/07,282,2015-07-01
Bulgaria,Craft and related trades workers,2015/09,609,2015-09-01
Lithuania,Craft and related trades workers,2015/09,170,2015-09-01
Portugal,Technicians and associate professionals,2015/12,2676,2015-12-01
Romania,Professionals,2016/01,4351,2016-01-01
Hungary,Craft and related trades workers,2016/01,611,2016-01-01
Bulgaria,Technicians and associate professionals,2016/04,1433,2016-04-01
Estonia,Technicians and associate professionals,2016/05,226,2016-05-01
Slovenia,Elementary occupations,2016/05,235,2016-05-01
Netherlands,Service and sales workers,2016/06,288,2016-06-01
Slovenia,Professionals,2016/09,1631,2016-09-01
Latvia,Managers,2016/09,171,2016-09-01
Italy,Technicians and associate professionals,2016/11,15565,2016-11-01
Netherlands,Professionals,2016/11,1290,2016-11-01
Latvia,Craft and related trades workers,2015/10,87,2015-10-01
Latvia,Craft and related trades workers,2016/07,122,2016-07-01
Netherlands,Managers,2015/09,296,2015-09-01
Belgium,Service and sales workers,2015/11,301,2015-11-01
Lithuania,Craft and related trades workers,2016/01,199,2016-01-01
Latvia,Clerical support workers,2016/08,137,2016-08-01
United Kingdom,Elementary occupations,2016/02,90,2016-02-01
Sweden,"Plant and machine operators, and assemblers",2016/04,38,2016-04-01
Luxembourg,Clerical support workers,2016/04,30,2016-04-01
Denmark,Craft and related trades workers,2015/04,16,2015-04-01
Netherlands,Armed forces occupations,2015/10,1,2015-10-01
Portugal,Managers,2015/05,659,2015-05-01
Bulgaria,Clerical support workers,2015/09,742,2015-09-01
Croatia,Managers,2015/10,1194,2015-10-01
Poland,Technicians and associate professionals,2015/12,1639,2015-12-01
United Kingdom,Managers,2016/01,255,2016-01-01
Italy,Professionals,2016/03,29610,2016-03-01
Greece,"Plant and machine operators, and assemblers",2016/03,403,2016-03-01
Austria,"Plant and machine operators, and assemblers",2016/03,21,2016-03-01
France,Service and sales workers,2016/05,1046,2016-05-01
Greece,Managers,2016/05,931,2016-05-01
Finland,Technicians and associate professionals,2016/05,815,2016-05-01
Slovenia,Managers,2015/06,201,2015-06-01
Sweden,Clerical support workers,2016/05,208,2016-05-01
Slovakia,Professionals,2016/08,444,2016-08-01
Cyprus,Professionals,2015/04,782,2015-04-01
Austria,Managers,2015/04,122,2015-04-01
Slovenia,Clerical support workers,2015/08,306,2015-08-01
Romania,Armed forces occupations,2015/12,4,2015-12-01
Latvia,Craft and related trades workers,2016/11,141,2016-11-01
Sweden,Elementary occupations,2015/05,42,2015-05-01
United Kingdom,Craft and related trades workers,2015/10,63,2015-10-01
Luxembourg,Professionals,2016/04,53,2016-04-01
Slovenia,"Plant and machine operators, and assemblers",2015/05,110,2015-05-01
Greece,Armed forces occupations,2016/05,6,2016-05-01
Austria,"Plant and machine operators, and assemblers",2015/10,17,2015-10-01
Poland,Armed forces occupations,2016/10,7,2016-10-01
Luxembourg,Service and sales workers,2016/07,9,2016-07-01
Poland,Armed forces occupations,2016/07,7,2016-07-01
Spain,Craft and related trades workers,2015/04,2862,2015-04-01
Latvia,"Skilled agricultural, forestry and fishery workers",2015/04,20,2015-04-01
France,Technicians and associate professionals,2015/07,1166,2015-07-01
Germany,Managers,2015/08,538,2015-08-01
Greece,Service and sales workers,2015/12,713,2015-12-01
Slovenia,Professionals,2016/02,1464,2016-02-01
Romania,Service and sales workers,2016/04,1836,2016-04-01
Greece,"Plant and machine operators, and assemblers",2016/06,418,2016-06-01
Croatia,Professionals,2016/08,6351,2016-08-01
Germany,"Plant and machine operators, and assemblers",2016/08,146,2016-08-01
Portugal,Elementary occupations,2016/09,525,2016-09-01
Sweden,Service and sales workers,2016/11,395,2016-11-01
United Kingdom,Technicians and associate professionals,2015/06,347,2015-06-01
Greece,Craft and related trades workers,2015/09,428,2015-09-01
Malta,Professionals,2016/03,139,2016-03-01
Greece,"Plant and machine operators, and assemblers",2016/11,486,2016-11-01
Croatia,"Skilled agricultural, forestry and fishery workers",2015/09,198,2015-09-01
Austria,Professionals,2016/07,480,2016-07-01
Estonia,"Skilled agricultural, forestry and fishery workers",2016/10,36,2016-10-01
Denmark,Clerical support workers,2015/10,61,2015-10-01
Germany,"Plant and machine operators, and assemblers",2015/03,83,2015-03-01
United Kingdom,"Skilled agricultural, forestry and fishery workers",2016/09,32,2016-09-01
Austria,"Skilled agricultural, forestry and fishery workers",2016/01,1,2016-01-01
Poland,"Plant and machine operators, and assemblers",2015/05,835,2015-05-01
Spain,Technicians and associate professionals,2015/08,8320,2015-08-01
Lithuania,Managers,2015/09,220,2015-09-01
Sweden,Elementary occupations,2015/11,50,2015-11-01
Italy,"Plant and machine operators, and assemblers",2015/11,1604,2015-11-01
